university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
op-jindal-global-university,B.A. LL.B. (Hons.),UG,Jindal Global Law School,,"Sonipat, Haryana",on-campus,open_to_international,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llb,"JGU reports 16,000+ students and faculty/students from 75+/50+ countries campus-wide; per-programme international quota and fee not individually re-verified in this pass."
op-jindal-global-university,M.A. in Museology & Cultural Heritage (Online),PG,Constitution Museum & Rights and Freedom Academy (CMRFA),,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-museology-cultural-heritage,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Family Business (Online),PG,IDEATE LAB,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-family-business,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,"M.Sc. in Entrepreneurship, Innovation and Startup",PG,IDEATE LAB,,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-entrepreneurship-innovation-startup,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. in American Studies (Online),PG,Motwani Jadeja Institute for American Studies (MJIAS),,"Sonipat, Haryana",online,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-american-studies,Delivery mode is online; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,"LL.M. in Environmental Law, Energy, and Climate Change Law (with WWF-India)",PG,Jindal Global Law School,,"Sonipat, Haryana",non-residential,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,Delivery mode is non-residential; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,LL.M. in Corporate & Financial Law and Policy (Non-Residential),PG,Jindal Global Law School,,"Sonipat, Haryana",non-residential,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,llm,Delivery mode is non-residential; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.A. Legislative Drafting (Non-Residential),PG,Jindal Global Law School,,"Sonipat, Haryana",non-residential,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,GAP:master-legislative-drafting,Delivery mode is non-residential; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,M.Sc. in Artificial Intelligence & Data Science (Non-Residential),PG,Jindal Centre for Digital Sciences (JCDS),,"Sonipat, Haryana",non-residential,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,msc-data-science,Delivery mode is non-residential; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,Bachelor of Design (Honours) [The Design Village],UG,The Design Village,,"Sonipat, Haryana",non-residential,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,bdes,Delivery mode is non-residential; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
op-jindal-global-university,Master of Design [The Design Village],PG,The Design Village,,"Sonipat, Haryana",non-residential,unknown,https://jgu.edu.in/admissions,https://jgu.edu.in/admissions,,no,,mdes,Delivery mode is non-residential; international-student eligibility for this route not confirmed against JGU's admissions pages in this pass.
